,Tachometer main frequency,Class6,Class10,Tachometer mean,Tachometer entropy,Tachometer kurtosis,Tachometer rms,Tachometer peak to peak,Tachometer shape indicator,Tachometer impulse indicator,Tachometer crest indicator,Tachometer clearance indicator,Tachometer skewness,Underhang bearing accelerometer axial mean,Underhang bearing accelerometer axial entropy,Underhang bearing accelerometer axial kurtosis,Underhang bearing accelerometer axial rms,Underhang bearing accelerometer axial peak to peak,Underhang bearing accelerometer axial shape indicator,Underhang bearing accelerometer axial impulse indicator,Underhang bearing accelerometer axial crest indicator,Underhang bearing accelerometer axial clearance indicator,Underhang bearing accelerometer axial skewness,Underhang bearing accelerometer radiale mean,Underhang bearing accelerometer radiale entropy,Underhang bearing accelerometer radiale kurtosis,Underhang bearing accelerometer radiale rms,Underhang bearing accelerometer radiale peak to peak,Underhang bearing accelerometer radiale shape indicator,Underhang bearing accelerometer radiale impulse indicator,Underhang bearing accelerometer radiale crest indicator,Underhang bearing accelerometer radiale clearance indicator,Underhang bearing accelerometer radiale skewness,Underhang bearing accelerometer tangential mean,Underhang bearing accelerometer tangential entropy,Underhang bearing accelerometer tangential kurtosis,Underhang bearing accelerometer tangential rms,Underhang bearing accelerometer tangential peak to peak,Underhang bearing accelerometer tangential shape indicator,Underhang bearing accelerometer tangential impulse indicator,Underhang bearing accelerometer tangential crest indicator,Underhang bearing accelerometer tangential clearance indicator,Underhang bearing accelerometer tangential skewness,Overhang bearing accelerometer axial mean,Overhang bearing accelerometer axial entropy,Overhang bearing accelerometer axial kurtosis,Overhang bearing accelerometer axial rms,Overhang bearing accelerometer axial peak to peak,Overhang bearing accelerometer axial shape indicator,Overhang bearing accelerometer axial impulse indicator,Overhang bearing accelerometer axial crest indicator,Overhang bearing accelerometer axial clearance indicator,Overhang bearing accelerometer axial skewness,Overhang bearing accelerometer radiale mean,Overhang bearing accelerometer radiale entropy,Overhang bearing accelerometer radiale kurtosis,Overhang bearing accelerometer radiale rms,Overhang bearing accelerometer radiale peak to peak,Overhang bearing accelerometer radiale shape indicator,Overhang bearing accelerometer radiale impulse indicator,Overhang bearing accelerometer radiale crest indicator,Overhang bearing accelerometer radiale clearance indicator,Overhang bearing accelerometer radiale skewness,Overhang bearing accelerometer tangential mean,Overhang bearing accelerometer tangential entropy,Overhang bearing accelerometer tangential kurtosis,Overhang bearing accelerometer tangential rms,Overhang bearing accelerometer tangential peak to peak,Overhang bearing accelerometer tangential shape indicator,Overhang bearing accelerometer tangential impulse indicator,Overhang bearing accelerometer tangential crest indicator,Overhang bearing accelerometer tangential clearance indicator,Overhang bearing accelerometer tangential skewness,Microphone mean,Microphone entropy,Microphone kurtosis,Microphone rms,Microphone peak to peak,Microphone shape indicator,Microphone impulse indicator,Microphone crest indicator,Microphone clearance indicator,Microphone skewness,filePath
21,32.6,normal,normal,0.001894147,2.171494664,2.815078409,1.715065055,-6.3192,1.491418019,4.341035768,2.910676761,5.223179812,2.185902068,0.003360686,3.511559567,-0.477308137,0.863400307,-6.0277,1.191175658,5.652080955,4.74496009,6.434249527,-0.483413543,-0.000282059,2.738248288,-0.307109699,0.365778874,-3.3888,1.210818159,6.430153412,5.310585546,7.398708358,-0.260102387,0.000351901,1.917309647,0.012585121,0.130761623,-1.28957,1.25415667,6.32048369,5.039628494,7.464105295,0.059286788,0.008132043,3.059986456,-0.076843013,0.506883897,-4.2529,1.249748669,5.855686295,4.685491122,6.903034622,0.022148663,0.002465357,1.457717522,-1.010776888,0.028505246,-0.138862,1.170589624,2.853125851,2.4373408,3.237105011,-0.10020099,0.013367346,2.527729294,0.080623252,0.28693138,-2.4839,1.259566867,6.058780297,4.81020933,7.171377422,0.165499766,0.012805208,2.092073288,-0.169413498,0.173018934,-1.14476,1.212821121,5.388682533,4.443097534,6.182934344,0.562865785,D:/full//normal\33.5872.csv
22,33.4,normal,normal,0.000185679,2.170799988,2.815569203,1.714942126,-6.3067,1.489781034,4.315646043,2.89683245,5.188976416,2.186019827,0.001374758,3.482961274,-0.468660303,0.837170347,-5.6212,1.191875322,5.219123876,4.378917642,5.943877702,-0.480841347,-0.000402342,2.744182483,-0.323803077,0.367708734,-3.4103,1.210977244,6.395270196,5.281082059,7.362039082,-0.233957255,0.000292049,1.941562341,0.117485405,0.135826184,-1.22854,1.259534009,5.764363744,4.576584438,6.821541915,0.063278179,-0.018617022,3.047280379,-0.06386713,0.500350198,-3.7903,1.252719904,4.972320863,3.969219972,5.880095361,0.057682123,0.002536674,1.456788942,-1.027667077,0.028157661,-0.139202,1.16783281,2.998046017,2.567187692,3.393154531,-0.101012709,-0.064075236,2.713687193,-0.152661989,0.357144003,-2.8879,1.249210622,5.56146785,4.451985718,6.557109951,-0.056347477,0.012144431,2.099899968,-0.184504674,0.174775851,-1.14483,1.210838948,5.253951999,4.339100594,6.024727322,0.550735334,D:/full//normal\34.2016.csv
23,34.6,normal,normal,0.000528438,2.165157749,2.807703883,1.715581526,-6.3261,1.489329162,4.336428738,2.911665768,5.212943933,2.184450954,0.011742871,3.463598046,-0.46819107,0.807006902,-5.4991,1.196845721,5.141795075,4.296121869,5.876106916,-0.441573581,-0.000193091,2.766347128,-0.197952484,0.374826614,-3.6605,1.221146685,5.970097151,4.888927125,6.91101085,-0.183886589,0.000396195,1.976021092,0.151454793,0.143104758,-1.42254,1.260445395,6.317519242,5.012132433,7.475842403,0.046071335,0.017750039,3.096445492,0.08370291,0.52636539,-4.1086,1.256881755,5.027141243,3.999693068,5.934695572,0.025304808,0.00281694,1.457487143,-0.987831734,0.028450419,-0.147211,1.171411351,3.034672401,2.590612084,3.44264084,-0.094850468,0.008167328,2.514828811,0.144049938,0.282196141,-2.512,1.262376511,5.682114003,4.501124627,6.73436516,-0.019868403,0.011506188,2.100289873,-0.209142329,0.174690224,-1.15571,1.20964946,5.260157636,4.348497485,6.0309939,0.536633741,D:/full//normal\35.4304.csv
24,35.6,normal,normal,0.000984036,2.165664364,2.789818054,1.717368684,-6.2521,1.488103762,4.276275063,2.873640382,5.138735206,2.180329056,0.016238982,3.489809909,-0.405700827,0.822918017,-5.5711,1.201516498,4.976642749,4.141967886,5.701666396,-0.434005964,-0.000387786,2.799793963,-0.098624399,0.387118592,-3.6906,1.229093101,5.861009811,4.768564566,6.809040695,-0.124670921,0.000526033,2.027099231,0.20703355,0.154157881,-1.85727,1.262772957,8.149814104,6.453902943,9.65350223,0.01710931,0.021454027,3.183461856,0.217040219,0.576605523,-4.7487,1.267139023,5.277497776,4.164892472,6.272567,0.060358405,0.002723921,1.457345196,-1.000349329,0.028387418,-0.145761,1.170667232,3.120551105,2.665617538,3.538434965,-0.098618839,0.03176933,2.569462033,-0.018714879,0.301505088,-2.5291,1.254963811,5.373568616,4.281851452,6.34987319,0.051998563,0.012511331,2.11307767,-0.176263722,0.177864256,-1.15958,1.211804826,5.226864838,4.313289339,5.995740344,0.544275072,D:/full//normal\36.4544.csv
25,36.6,normal,normal,0.001785408,2.167228571,2.727691363,1.723406559,-6.4226,1.483516851,4.273293882,2.880515902,5.128894558,2.166160486,0.006696791,3.454698585,-0.393648597,0.797827773,-5.7539,1.201367192,5.560157847,4.628191852,6.366095591,-0.457919031,-0.000166221,2.804015263,-0.135897137,0.388668384,-3.618,1.228568877,5.89425968,4.797663193,6.849887355,-0.109688551,0.000428297,2.040392414,0.268878241,0.15711548,-1.72499,1.266182467,7.344988301,5.800892441,8.713988749,0.047244734,0.017827131,3.19636952,0.136104205,0.584541223,-4.7689,1.262611176,5.64236154,4.468803736,6.678601864,0.132920162,0.002731191,1.457608992,-1.002771669,0.028488295,-0.144984,1.171227275,3.02119899,2.579515568,3.428321918,-0.08807735,0.019370725,2.675695392,-0.050544326,0.337598353,-2.8514,1.248769281,5.447856546,4.362580526,6.414718393,-0.023177838,0.012624146,2.126805559,-0.187329288,0.181166461,-1.19818,1.210490085,5.303756624,4.381495306,6.079191276,0.535766582,D:/full//normal\37.6832.csv
26,37.4,normal,normal,-0.000371927,2.168297605,2.703868621,1.725700523,-6.2906,1.479477017,4.258392573,2.878309378,5.103733165,2.160706195,0.002575089,3.44043055,-0.382559378,0.785118549,-5.4371,1.203472775,5.255392851,4.36685645,6.024639753,-0.459920636,-0.000690125,2.801204747,-0.140609263,0.387459688,-3.828,1.227686669,6.159667592,5.017296146,7.154063587,-0.091327407,0.000212983,2.051423483,0.26159029,0.159550755,-1.69357,1.265003704,7.179050363,5.675122008,8.509230639,0.035642504,0.013517451,3.201160193,0.002789909,0.586483259,-4.3706,1.255622842,4.816890834,3.836256137,5.694500403,-0.013118009,0.002590713,1.457269392,-0.984801758,0.028346095,-0.151511,1.171482312,3.146286898,2.685731458,3.568682171,-0.106056519,0.017517404,2.627706047,-0.003411997,0.320213911,-3.0149,1.25377398,6.942833978,5.537548305,8.198569245,0.050244521,0.011955602,2.142310015,-0.237788567,0.184885937,-1.19392,1.207325605,5.114839688,4.236503945,5.855475602,0.518120851,D:/full//normal\38.2976.csv
27,38.4,normal,normal,-0.001429954,2.169615829,2.672100528,1.728897836,-6.3304,1.475719581,4.227857815,2.864946613,5.061022,2.153346499,0.005625489,3.397405266,-0.26167996,0.745437109,-5.6921,1.211332849,5.686350987,4.694292729,6.544339902,-0.465790562,-0.00086999,2.835973998,-0.055407347,0.401404478,-4.2303,1.235700662,7.229414705,5.850457906,8.43563341,-0.059676453,7.48E-05,2.110511028,0.277634136,0.172966048,-2.01499,1.265625079,8.15866452,6.446351812,9.674979672,0.057516575,0.025816122,3.539254348,-0.609729684,0.843392963,-5.3076,1.199394621,3.795460057,3.164479805,4.344634574,-0.105224837,0.002743372,1.459079459,-0.908660825,0.02904261,-0.158622,1.178600382,3.365892221,2.855838392,3.829239781,-0.104518056,0.039554096,3.005743829,-0.32162435,0.482257811,-3.5578,1.22519317,4.617169522,3.768523718,5.368316664,-0.109676535,0.012301606,2.145226381,-0.245013757,0.185610506,-1.19864,1.20806758,5.081016458,4.205904158,5.819527433,0.516799704,D:/full//normal\39.3216.csv
28,39.4,normal,normal,0.001573681,2.171748744,2.531269472,1.743114108,-6.3539,1.466219741,4.163522306,2.839630507,4.971768552,2.120709094,0.009041575,3.352625942,-0.152009437,0.704253755,-5.2235,1.222856889,5.55244391,4.54055087,6.433699556,-0.445792219,-0.000468773,2.876114841,0.105312821,0.418541266,-4.3557,1.244770772,6.680057282,5.36649593,7.822610147,0.005520378,0.000104859,2.176948365,0.397827764,0.18882292,-2.1852,1.271368747,7.396340291,5.817620034,8.791243729,0.095575435,-0.023467681,3.504546594,-0.251543197,0.801572683,-5.552,1.231350742,4.439373478,3.605287534,5.175763648,0.026617848,0.002371791,1.458433764,-0.951584458,0.028767791,-0.146672,1.174858649,3.089948052,2.630059416,3.508702186,-0.089937003,-0.010187983,3.161909128,-0.47173974,0.571203462,-3.8447,1.218158823,4.453546308,3.655965236,5.171817302,0.164608056,0.012175739,2.159318452,-0.265620908,0.189065095,-1.20886,1.206639766,5.10437117,4.23023616,5.841838183,0.506947753,D:/full//normal\40.3456.csv
29,40.6,normal,normal,0.001372235,2.17922678,2.281901306,1.769095346,-6.298,1.444167647,4.032675905,2.792387652,4.783820145,2.061585066,0.007974946,3.396653348,-0.265768667,0.731049692,-5.5676,1.222239225,5.41326562,4.428973893,6.277906586,-0.362783114,-0.00068213,2.968288407,0.664070667,0.463725695,-4.9734,1.26848489,8.193952873,6.459637742,9.693958229,0.251967851,9.09E-05,2.291018967,0.474184141,0.217872119,-2.4278,1.272901492,7.994189992,6.280289591,9.503271758,0.150523318,-0.035831182,3.315472912,-0.007314875,0.662719426,-4.8904,1.253143513,5.189605488,4.141269883,6.121439915,-0.222448274,0.002052405,1.458452133,-0.956523226,0.028750164,-0.155913,1.174390319,3.281003124,2.793792721,3.725946257,-0.099249043,-0.051758016,2.873923066,-0.042579054,0.419863837,-3.4878,1.252468055,5.405257407,4.315684847,6.378962389,-0.0277134,0.012642842,2.156601692,-0.306924314,0.188300131,-1.18479,1.206450998,4.97290682,4.121930213,5.694287634,0.492891585,D:/full//normal\41.7792.csv
30,41.4,normal,normal,0.000725672,2.175303376,2.597666384,1.736291782,-6.4128,1.471275963,4.19658394,2.852343167,5.018533643,2.135982556,0.004684849,3.391180041,-0.271426942,0.729894471,-5.1645,1.220971727,5.104566995,4.180741356,5.914903958,-0.393018427,-0.000359275,2.925306811,0.139171929,0.440682346,-4.7946,1.248688627,6.897956368,5.524160483,8.099886366,0.031484108,0.000239004,2.205473872,0.373743195,0.195785201,-2.5986,1.270013113,8.766866514,6.902973222,10.41296278,0.099376434,0.010585187,3.18827405,0.168056641,0.582236521,-4.219,1.263919117,5.298054809,4.191767287,6.285129635,-0.268366571,0.002594108,1.457302589,-0.960117072,0.02835898,-0.198381,1.171168123,5.175047861,4.418706212,5.866092961,-0.08214806,0.036238204,2.785234779,-0.035499712,0.380881901,-3.1961,1.254116296,5.670955992,4.521874094,6.701323505,0.017437771,0.012107976,2.184662082,-0.311574408,0.195432525,-1.23186,1.206343446,4.985677789,4.132884217,5.709327167,0.49548044,D:/full//normal\42.3936.csv
31,42.6,normal,normal,-0.00074465,2.17337849,2.606563437,1.735463113,-6.4482,1.470627508,4.21004142,2.862751714,5.032548632,2.138078876,0.00776249,3.36778458,-0.190384104,0.7088947,-5.638,1.226755732,5.972540153,4.868565108,6.942447409,-0.374846094,-0.0007671,2.981704004,0.689764989,0.470078789,-5.5978,1.266397846,8.816692705,6.9620244,10.41946885,0.207341012,0.000368862,2.264202026,0.378735484,0.210611769,-2.4098,1.270506703,7.458531392,5.870517154,8.860791474,0.07793843,0.004422798,3.268928549,0.001100452,0.629763059,-4.6415,1.255731544,5.105571963,4.065814853,6.040702548,-0.149043387,0.002564371,1.458128652,-0.870444593,0.028669277,-0.198409,1.174927391,5.050634948,4.298678357,5.72878768,-0.047789093,0.00729195,2.860472248,-0.049544355,0.411882985,-3.6583,1.247430144,6.475759449,5.191280234,7.616978744,0.175113957,0.010800746,2.196214643,-0.320154384,0.198288803,-1.22897,1.204603544,4.856837245,4.031896859,5.555940924,0.48988713,D:/full//normal\43.6224.csv
32,43.6,normal,normal,-1.31E-05,2.178758616,2.516816997,1.744536975,-6.3954,1.463465741,4.159946374,2.842530752,4.962746425,2.117024723,0.012956718,3.365084724,-0.131894156,0.702294797,-5.5888,1.234460919,5.872126077,4.75683433,6.860865339,-0.328911235,-0.00040335,3.042619603,0.888438685,0.502134367,-5.8116,1.27452158,9.298979647,7.296055079,11.02476564,0.280163494,0.000321212,2.329597302,0.362580626,0.227889853,-3.2463,1.267013117,9.215303868,7.273250564,10.92941717,0.035412451,0.009961098,3.294505142,-0.104279438,0.646643197,-4.4897,1.248222244,4.899514464,3.925194002,5.773887883,-0.092713584,0.002551966,1.458069814,-0.91602295,0.028646004,-0.198452,1.174289043,5.257367504,4.477064258,5.96822136,-0.060848436,0.010832458,2.929032902,-0.100027648,0.44209978,-3.6326,1.248694487,5.511939617,4.414161891,6.495150023,0.086819877,0.011143899,2.204772731,-0.331810985,0.200453374,-1.24634,1.204090259,4.850578983,4.028418091,5.547689394,0.481897727,D:/full//normal\44.6464.csv
33,44.4,normal,normal,0.000889026,2.179218349,2.470124664,1.749317366,-6.4459,1.460268324,4.128912984,2.827502943,4.921644457,2.106129599,0.014338805,3.378086067,-0.101844129,0.710749498,-5.4677,1.237069019,5.733077059,4.634403556,6.709541748,-0.320006981,-0.000352041,3.107532621,0.913588447,0.537827473,-5.9198,1.280756346,8.43474758,6.585755056,10.03452394,0.303072578,0.000256107,2.380301602,0.276704211,0.241858717,-2.4976,1.266585293,6.557098566,5.176989344,7.780011191,0.024891873,-0.002852984,3.309898999,-0.148551263,0.656443869,-4.5097,1.249705485,4.785267796,3.829116423,5.653804202,-0.031225198,0.002483843,1.457882864,-0.937148727,0.028569393,-0.198778,1.17419484,4.930736721,4.199249181,5.601630109,-0.080087628,0.000976079,2.94164841,-0.094902258,0.447745242,-3.7197,1.247020436,5.41676341,4.343764747,6.375945766,0.07647619,0.01132862,2.20931179,-0.340742202,0.201634772,-1.26886,1.203183709,4.913226986,4.083521866,5.616851402,0.476760942,D:/full//normal\45.4656.csv
34,45.2,normal,normal,-0.001210629,2.180209525,2.445843643,1.751835943,-6.4055,1.456244778,4.10338715,2.817786688,4.884204768,2.100357833,0.009841416,3.384101581,-0.11541667,0.715403085,-5.4369,1.237607021,5.506929606,4.449659313,6.447306542,-0.327272863,-0.000802251,3.138916693,0.794960886,0.554323115,-5.8604,1.280507656,7.745789596,6.048999052,9.220708604,0.249154412,0.000415941,2.437115996,0.247534467,0.258320685,-2.7004,1.26600972,6.791698747,5.364649766,8.055678015,0.032650229,0.002195072,3.284562051,-0.177432275,0.639096238,-4.7378,1.242523342,4.716600489,3.79598542,5.541289185,0.024634744,0.002647746,1.457834923,-0.929128296,0.028565981,-0.204774,1.173479508,5.194928085,4.426944018,5.89326365,-0.085795837,-0.004356696,2.902991005,-0.098654224,0.430150854,-3.8735,1.245136681,6.45246697,5.182135478,7.586912754,0.106615512,0.01166313,2.214202951,-0.348757203,0.202958633,-1.27192,1.201837017,4.850489588,4.035896316,5.540992321,0.471566841,D:/full//normal\46.2848.csv
35,46.6,normal,normal,0.00118417,2.183220461,2.377203568,1.759063563,-6.3658,1.452322946,4.059587201,2.795237252,4.827738675,2.08404599,0.006337896,3.356149616,0.139160982,0.694708131,-5.8627,1.252472453,6.301952237,5.031609455,7.423367306,-0.369797075,-0.000341275,3.218657317,0.806658909,0.601170053,-7.1562,1.279033537,8.722626265,6.81970098,10.3712439,0.192256242,0.000400359,2.566592668,0.635209887,0.299950731,-4.1047,1.281008675,9.274744995,7.24018906,11.0635873,0.003562367,0.012821341,3.366530815,-0.19514851,0.695698724,-4.8357,1.248232861,4.399773232,3.524801637,5.189485402,0.000781552,0.002662639,1.459451285,-0.604524581,0.029173319,-0.267811,1.183443559,7.660069466,6.472695217,8.713939165,-0.018069733,0.017440598,2.979467501,-0.011811413,0.466297413,-4.0261,1.251759333,5.820189723,4.649607611,6.86057511,0.100341608,0.011751771,2.224535218,-0.372364716,0.205658592,-1.3002,1.200810728,4.887004984,4.069754601,5.582057379,0.462493127,D:/full//normal\47.7184.csv
36,47.8,normal,normal,0.001513629,2.175677587,2.359040047,1.761227033,-6.3363,1.450830472,4.049609996,2.79123583,4.813194841,2.07995831,0.006326187,3.309794828,0.275870356,0.66016917,-5.8622,1.26144301,6.710494681,5.319697068,7.938332071,-0.320664771,-0.000293189,3.178466394,0.771183331,0.576424175,-6.9718,1.278285575,7.883169648,6.166986314,9.368388545,0.128127337,0.000288231,2.549609468,0.734633261,0.294688801,-3.4911,1.285793669,8.416225516,6.54554904,10.05669361,0.055526641,0.036387078,3.353470161,-0.191644929,0.687213914,-4.7105,1.248654638,4.563166134,3.654466172,5.39088751,-0.012549677,0.00321803,1.462954317,0.449821819,0.030506836,-0.288571,1.204843482,8.145286426,6.760451916,9.310618498,0.253202637,0.049864359,2.887551898,0.025927599,0.425746701,-3.9236,1.255344167,5.923383292,4.718533329,6.996558167,0.066978952,0.012611945,2.203316508,0.726712137,0.200190114,-4.17313,1.203054256,20.24680444,16.82950236,23.11873207,0.33183967,D:/full//normal\48.9472.csv
37,48.2,normal,normal,0.000870793,2.178816381,2.360101252,1.761199137,-6.4399,1.450416521,4.050083411,2.792358851,4.813064132,2.080122274,0.007630414,3.252377664,0.176422807,0.621661537,-5.5973,1.253951442,6.70785511,5.349373896,7.90130152,-0.289063944,-0.000408065,3.02037519,0.3215569,0.486984877,-5.1514,1.258602102,6.859465248,5.450066573,8.088920943,0.028487632,0.000432823,2.391366312,0.32872084,0.245079048,-3.1287,1.266533368,8.816363297,6.961019364,10.45662848,-0.014956622,-9.50E-05,2.443679535,0.259217844,0.264391069,-1.95855,1.26063493,5.693074701,4.516037566,6.72973603,-0.497699061,0.001810167,1.520504419,-0.087527231,0.047503246,-0.32964,1.243019232,4.66244281,3.750901586,5.473671238,-0.270572585,-0.015632186,3.014451684,-0.088448171,0.483347627,-4.6787,1.24843433,6.53807249,5.237017544,7.707425995,-0.033228719,0.013022305,2.185143764,-0.427914208,0.195167782,-1.9363,1.197641573,6.9937368,5.839590876,7.974650828,0.414197118,D:/full//normal\49.5616.csv
38,50.6,normal,normal,0.001019069,2.18074297,2.32645206,1.764711522,-6.3978,1.447513019,4.058948637,2.804084372,4.819332278,2.072009107,0.004990121,3.17610666,0.196754015,0.57428772,-5.3507,1.258423321,7.055034583,5.606249077,8.334695272,-0.265698425,-0.000347766,3.059217018,0.673590608,0.509374827,-5.4403,1.269417547,7.433711679,5.85600199,8.799403152,0.12908227,0.000467634,2.464600694,0.397781027,0.266917225,-3.1181,1.266746011,7.944533446,6.271607234,9.416633166,-0.089757415,0.027275993,2.371994271,0.301023306,0.242553336,-1.96849,1.259377219,5.767458141,4.579611298,6.830945655,-0.340734701,0.005495142,1.509112422,0.095976838,0.044798616,-0.37095,1.251051608,5.46067385,4.364866976,6.433975323,-0.205339103,0.066272756,2.926703501,0.033002734,0.446193132,-4.0861,1.259322603,6.453351531,5.124462561,7.637795881,0.15315733,0.011647622,2.214844384,-0.444608747,0.203267617,-1.2636,1.196864213,4.788396202,4.000784843,5.459499274,0.448897482,D:/full//normal\51.8144.csv
39,51.2,normal,normal,-0.001112073,2.180179164,2.337820934,1.763578081,-6.2913,1.446705527,4.031974774,2.787004473,4.785216075,2.074733714,0.005486375,3.172648165,0.131159377,0.571029268,-4.6933,1.256797618,5.855364286,4.65895559,6.916198661,-0.19084976,-0.000480266,3.040289445,0.319295942,0.497291717,-5.0972,1.258820811,6.904518068,5.484909375,8.145481941,0.025754226,0.000489427,2.439115836,0.199842734,0.25889314,-2.5745,1.26055575,6.286391082,4.986999649,7.43497117,-0.047078005,-0.001244809,2.213380336,-0.033094925,0.197952885,-1.55474,1.249660407,5.419261644,4.336587456,6.385323672,-0.209569028,0.00154076,1.490533653,-0.124116918,0.039267059,-0.319,1.243519918,5.571082455,4.48009105,6.547552249,-0.084159827,-0.042649937,2.959807053,-0.150179129,0.458683743,-3.6904,1.240416611,5.053788362,4.074266917,5.927995018,0.098975593,0.011434763,2.221784697,-0.471332555,0.205036612,-1.3085,1.195890556,4.884428081,4.084343718,5.568628445,0.438197081,D:/full//normal\52.4288.csv
40,52.6,normal,normal,-2.20E-06,2.180044775,2.366400452,1.760440898,-6.2672,1.450077844,4.058212651,2.7986171,4.821613367,2.081497127,0.002797617,3.228650269,0.002960723,0.604125086,-5.0888,1.251073482,6.059823219,4.843698878,7.144905856,-0.143048664,-0.000332469,3.010422141,0.054969756,0.481228732,-4.6302,1.249259183,6.127546376,4.904944033,7.20793586,-0.043721147,0.000463448,2.416595803,0.363420218,0.252474668,-2.5628,1.26739208,6.504256187,5.132000024,7.709574205,-0.057271564,0.009852922,2.231964092,0.004170734,0.203449583,-1.47182,1.246124414,4.809027237,3.859187078,5.653799774,-0.307278496,0.003094072,1.494545289,-0.047630113,0.040524234,-0.30472,1.24509944,4.978955632,3.998841757,5.853772682,-0.188024639,0.017316392,2.90340269,-0.035062041,0.430157744,-3.6881,1.25212027,5.500905002,4.393272065,6.493413475,-0.005094146,0.010959319,2.224645838,-0.494545326,0.205791312,-1.2783,1.19494385,4.705827167,3.938115725,5.363837239,0.433259304,D:/full//normal\53.8624.csv
41,53.4,normal,normal,0.001698242,2.181908123,2.316544805,1.765719957,-6.4356,1.447053961,4.053459082,2.801180323,4.812295856,2.069516695,0.003529976,3.203611086,-0.129764605,0.588177106,-4.4995,1.244132252,5.07296586,4.077513345,5.960841023,-0.06431119,-0.000117157,3.017420899,0.020148952,0.484630188,-5.1768,1.248342723,7.137468817,5.71755551,8.394568471,-0.030490323,0.000388724,2.420608682,0.633752922,0.254231255,-3.2304,1.279499435,9.464212742,7.396808849,11.27807042,-0.114737792,0.012078236,2.176665143,-0.064880036,0.189885094,-1.46596,1.240856316,5.515872677,4.445214652,6.471322871,-0.30693961,0.003595234,1.488427736,-0.18668929,0.038782259,-0.27716,1.236751282,4.832552098,3.907456713,5.662040125,-0.182615173,0.042837739,3.014801308,-0.157431732,0.485199101,-3.6092,1.245158924,4.697840375,3.772884155,5.527315413,-0.00171195,0.010956586,2.226667543,-0.487866768,0.206328811,-1.24406,1.195663945,4.664118783,3.900860942,5.318426034,0.436514332,D:/full//normal\54.6816.csv
42,54.4,normal,normal,-1.16E-05,2.183864836,2.293724332,1.768089281,-6.3066,1.443717581,4.007175489,2.775595131,4.752067559,2.064057914,0.003144452,3.168273175,-0.103846184,0.566866789,-4.8571,1.245074576,5.878484435,4.721391431,6.908805866,-0.065433298,-0.000660609,2.997837097,-0.097532588,0.474857406,-4.6545,1.24377624,6.278634351,5.048041723,7.375356878,-0.01067389,0.000417343,2.418396936,0.57720244,0.253428231,-2.6819,1.278711507,6.779342524,5.301698221,8.0774452,-0.051711797,0.037917446,2.228508764,0.061997172,0.205208056,-1.6093,1.246189007,5.071948047,4.069966929,5.960639413,-0.168990792,0.007413348,1.493052164,-0.165057466,0.040654353,-0.30066,1.239461753,4.614633324,3.72309457,5.412151571,-0.098565562,0.174302471,2.989735636,-0.016985968,0.502205316,-4.0632,1.257231107,5.841982183,4.646705089,6.909556299,0.099047326,0.010996396,2.231861067,-0.495612191,0.207680571,-1.28805,1.195039252,4.73618164,3.963201739,5.397922662,0.431434946,D:/full//normal\55.7056.csv
